job_plan_code,user_code_hash,trust_level_code,parent_trust_level_code,department,specialty,planning_year,plan_stage,currentStageOrdinal,daysInCurrentStage,pAsPerWeek,paidPA,minsPerWeek,ntPerPA,workType,doctorClassification,isSignedUpToNewContract,isAnnualised,uses5thWeekPerQuarter,hasTeamPlanLink,totalPAs,dccPAs,spaPAs,cpPAs,otherPAs,isOnCall,isShift,isCPD,priorTotalPAs,priorDccPAs,priorSpaPAs,yearsSinceLastPlan,peerMedianSpaShare,peerMedianDccShare,peerGroupSize,paLimitBreach,spaAbovePeerThreshold,missingTeamPlanLink,teamPlanAlignmentScore,teamDemandPAs,teamPlannedCapacityPAs,historyChangeCount,hasMediationOrAppeal,hasNewManagerChanges,planReturnedToDiscussionAfterSignoff,isLocum,gradeCode,isConsultant
JP-2026-002805,91231A056E68AC66,TLC-GASTRO,TLC-MED,Medicine,Gastroenterology,2026,SignOff,3,54,11.0,11.0,2640,240,FullTime,Consultant,true,false,false,true,11.0,7.25,3.25,0.25,0.25,true,false,false,11.0,8.5,2.5,1,0.2,0.75,34,false,true,false,0.886,44.7,39.6,27,false,false,false,false,CONS,true
JP-2025-002806,CE20DED91933899B,TLC-RENAL,TLC-MED,Medicine,Renal,2025,SignOff,3,10,11.5,11.5,2760,240,FullTime,Consultant,true,false,false,true,11.5,8.0,2.25,0.5,0.75,false,false,true,11.0,7.75,2.0,1,0.21,0.73,12,false,false,false,0.886,28.1,24.9,9,false,false,false,false,CONS,true
JP-2026-002807,9830FDE47E8E44E3,TLC-ENT,TLC-SURG,Surgery,ENT,2026,Discussion,2,34,11.25,11.25,2700,240,FullTime,Consultant,true,false,false,true,11.25,8.25,2.25,0.75,0.0,false,false,false,11.5,8.25,2.0,1,0.18,0.77,14,false,false,false,0.973,37.0,36.0,1,false,false,false,false,CONS,true
JP-2024-002808,B531C0F970AC00FF,TLC-DERM,TLC-MED,Medicine,Dermatology,2024,SignOff,3,56,10.0,10.0,2400,240,FullTime,Consultant,true,false,false,true,10.0,7.25,2.0,0.25,0.5,true,false,true,9.5,7.25,2.25,2,0.18,0.78,27,false,false,false,0.927,26.2,24.3,8,false,false,false,false,CONS,true
JP-2026-002809,35293C99AC3CE147,TLC-ONC,TLC-MED,Medicine,Oncology,2026,SignOff,3,60,9.0,9.0,2160,240,PartTime,SAS,true,false,false,true,9.0,6.5,2.0,0.5,0.0,false,false,false,9.25,6.75,1.75,2,0.19,0.76,11,false,false,false,1.036,27.8,28.8,5,false,false,false,false,SAS,false
JP-2026-002810,78669AF1574A9FEF,TLC-UROL,TLC-SURG,Surgery,Urology,2026,SignOff,3,119,12.0,12.0,2880,240,FullTime,Consultant,true,false,false,false,12.0,7.75,3.5,0.75,0.0,true,false,false,12.5,7.25,3.25,1,0.19,0.76,17,false,true,true,0.968,43.4,42.0,19,false,false,false,false,CONS,true
JP-2024-002811,0C75A8F563025CCF,TLC-GASTRO,TLC-MED,Medicine,Gastroenterology,2024,Draft,1,4,9.0,9.0,2160,240,PartTime,Consultant,true,false,false,true,9.0,6.5,1.5,0.0,1.0,false,false,true,8.25,6.75,1.5,1,0.2,0.75,13,false,false,false,0.922,38.6,35.6,9,false,false,false,false,CONS,true
JP-2023-002812,6892A91E84DEAC76,TLC-RENAL,TLC-MED,Medicine,Renal,2023,Locked,4,84,11.0,11.0,2640,240,FullTime,Consultant,true,false,false,true,11.0,8.25,2.5,0.25,0.0,false,false,false,10.25,8.5,2.5,2,0.21,0.73,20,false,false,false,,,,5,false,false,false,false,CONS,true
JP-2026-002813,8AC0BA0AA7B6792D,TLC-CARD,TLC-MED,Medicine,Cardiology,2026,Draft,1,16,11.75,11.75,2820,240,FullTime,SAS,true,false,false,true,11.75,9.25,2.0,0.25,0.25,true,false,true,11.75,9.5,2.0,1,0.22,0.74,20,true,false,false,1.0,47.8,47.8,6,false,false,false,false,SAS,false
JP-2024-002814,7076648EA861E0C1,TLC-ENT,TLC-SURG,Surgery,ENT,2024,SignOff,3,33,11.25,11.25,2700,240,FullTime,SAS,true,false,false,true,11.25,8.0,2.25,0.25,0.75,false,false,true,11.75,8.25,2.5,1,0.18,0.77,5,true,false,false,0.922,38.5,35.5,3,false,false,false,false,SAS,false
JP-2025-002815,DBB8561D8DB8C811,TLC-DERM,TLC-MED,Medicine,Dermatology,2025,Draft,1,16,9.5,9.5,2280,240,FullTime,Consultant,false,false,false,true,9.5,7.25,2.0,0.25,0.0,false,false,true,9.5,7.25,1.5,1,0.18,0.78,28,false,false,false,0.965,31.3,30.2,2,false,false,false,false,CONS,true
JP-2022-002816,41F13EE44AF206E6,TLC-UROL,TLC-SURG,Surgery,Urology,2022,Discussion,2,40,12.5,12.5,3000,240,PartTime,Consultant,true,false,false,false,12.5,9.75,2.25,0.5,0.0,false,false,true,12.75,9.75,2.25,2,0.19,0.76,16,true,false,true,1.016,38.4,39.0,6,false,true,false,false,CONS,true
JP-2023-002817,8763C2537C4CFCE0,TLC-ORTH,TLC-SURG,Surgery,Orthopaedics,2023,SignOff,3,49,9.75,9.75,2340,240,FullTime,Consultant,true,false,false,true,9.75,6.5,2.5,0.75,0.0,false,false,false,9.0,7.0,2.5,1,0.2,0.76,24,false,false,false,0.996,45.6,45.4,8,false,false,false,false,CONS,true
JP-2025-002818,6F6E6C7CAB2394F3,TLC-ANAES,TLC-SURG,Surgery,Anaesthetics,2025,Locked,4,113,8.25,8.25,1980,240,PartTime,Consultant,false,false,false,true,8.25,6.25,2.0,0.0,0.0,false,true,false,8.25,6.5,2.0,1,0.17,0.79,22,false,false,false,0.979,43.6,42.7,9,false,false,false,false,CONS,true
JP-2025-002819,EF52B4C9B69A3863,TLC-CARD,TLC-MED,Medicine,Cardiology,2025,SignOff,3,17,10.25,10.25,2460,240,FullTime,Consultant,true,false,false,false,10.25,6.25,3.25,0.0,0.75,false,false,false,10.5,7.25,1.5,2,0.22,0.74,15,false,true,true,,,,25,false,false,false,false,CONS,true
JP-2026-002820,127E5A0786834A40,TLC-CARD,TLC-MED,Medicine,Cardiology,2026,SignOff,3,92,11.0,11.0,2640,240,FullTime,Consultant,false,false,false,true,11.0,7.25,2.75,0.5,0.5,false,false,true,11.0,7.75,2.75,1,0.22,0.74,12,false,false,false,0.923,41.7,38.5,29,true,false,false,false,CONS,true
JP-2026-002821,CB1CA0CC94C2C067,TLC-RENAL,TLC-MED,Medicine,Renal,2026,SignOff,3,66,10.5,10.5,2520,240,FullTime,Consultant,true,false,false,true,10.5,8.0,1.5,0.0,1.0,false,true,false,11.0,8.5,1.5,1,0.21,0.73,22,false,false,false,0.972,28.2,27.4,5,false,false,false,false,CONS,true
JP-2026-002822,9CF25C8ED8E65B6E,TLC-GASTRO,TLC-MED,Medicine,Gastroenterology,2026,Discussion,2,22,10.0,10.0,2400,240,FullTime,Consultant,true,false,false,true,10.0,6.75,2.25,0.25,0.75,false,false,false,10.5,6.75,2.0,1,0.2,0.75,12,false,false,false,0.706,40.2,28.4,7,false,false,true,false,CONS,true
JP-2023-002823,F37A5DA8E214B677,TLC-CARD,TLC-MED,Medicine,Cardiology,2023,Draft,1,62,10.0,10.0,2400,240,FullTime,Consultant,false,false,false,true,10.0,7.25,2.5,0.25,0.0,false,false,false,10.25,6.75,2.25,1,0.22,0.74,11,false,false,false,1.011,37.9,38.3,31,false,true,false,false,CONS,true
JP-2026-002824,B8C4C76EF31FBD9F,TLC-NEURO,TLC-MED,Medicine,Neurology,2026,Discussion,2,12,10.0,10.0,2400,240,FullTime,Consultant,true,false,false,true,10.0,7.5,2.0,0.0,0.5,false,false,true,10.0,7.75,1.75,1,0.21,0.73,25,false,false,false,1.0,29.1,29.1,9,false,false,true,true,CONS,true
JP-2024-002825,465B31CED58ED223,TLC-ONC,TLC-MED,Medicine,Oncology,2024,Discussion,2,104,10.0,10.0,2400,240,FullTime,Consultant,true,false,false,true,10.0,7.25,2.0,0.75,0.0,true,true,false,10.25,6.75,1.75,1,0.19,0.76,8,false,false,false,1.041,36.5,38.0,23,false,false,true,false,CONS,true
JP-2023-002826,CAF948D242930968,TLC-NEURO,TLC-MED,Medicine,Neurology,2023,Draft,1,6,12.0,12.0,2880,240,FullTime,Consultant,true,false,false,true,12.0,9.0,2.0,0.0,1.0,false,false,true,12.25,8.75,2.0,1,0.21,0.73,25,false,false,false,0.992,35.8,35.5,7,false,false,false,false,CONS,true
JP-2026-002827,89E6CF4E7CB4FCB2,TLC-DERM,TLC-MED,Medicine,Dermatology,2026,Locked,4,72,11.75,11.75,2820,240,FullTime,SAS,false,false,false,true,11.75,8.5,2.5,0.75,0.0,false,false,false,11.0,8.75,2.5,2,0.18,0.78,7,true,false,false,1.014,29.4,29.8,4,false,false,false,true,SAS,false
JP-2022-002828,6CE38326C5142610,TLC-DERM,TLC-MED,Medicine,Dermatology,2022,Discussion,2,23,10.25,10.25,2460,240,FullTime,Consultant,true,false,false,true,10.25,7.75,2.0,0.5,0.0,false,false,false,10.75,8.0,2.25,1,0.18,0.78,33,false,false,false,0.917,33.9,31.1,4,false,false,false,false,CONS,true
JP-2022-002829,7E0DA688D195506B,TLC-RENAL,TLC-MED,Medicine,Renal,2022,Locked,4,112,6.5,6.5,1560,240,PartTime,SAS,true,false,false,true,6.5,4.25,1.75,0.5,0.0,true,false,true,6.75,4.25,1.5,1,0.21,0.73,28,false,false,false,0.935,35.6,33.3,1,false,false,false,false,SAS,false
JP-2025-002830,D600FB3AF92DBFCB,TLC-NEURO,TLC-MED,Medicine,Neurology,2025,Locked,4,75,7.5,7.5,1800,240,PartTime,SAS,true,false,false,true,7.5,5.75,1.5,0.0,0.25,false,false,false,7.0,5.75,1.25,2,0.21,0.73,5,false,false,false,0.933,37.2,34.7,8,false,false,true,true,SAS,false
JP-2022-002831,27772A62FD6FF3DD,TLC-ANAES,TLC-SURG,Surgery,Anaesthetics,2022,Locked,4,50,10.5,10.5,2520,240,FullTime,Consultant,true,false,false,true,10.5,8.0,1.5,0.25,0.75,true,false,true,10.0,8.5,2.0,1,0.17,0.79,12,false,false,false,1.024,41.5,42.5,9,false,false,false,false,CONS,true
JP-2022-002832,93D379524F812501,TLC-RENAL,TLC-MED,Medicine,Renal,2022,Draft,1,13,10.25,10.25,2460,240,FullTime,Consultant,true,false,false,true,10.25,7.75,2.25,0.25,0.0,true,false,true,9.75,8.0,2.25,1,0.21,0.73,20,false,false,false,0.922,30.9,28.5,8,false,false,false,true,CONS,true
JP-2026-002833,8D87E5F8E2AD25A2,TLC-UROL,TLC-SURG,Surgery,Urology,2026,Draft,1,84,10.0,10.0,2400,240,FullTime,Consultant,true,false,false,true,10.0,7.75,1.5,0.25,0.5,false,false,false,9.75,8.0,2.0,2,0.19,0.76,25,false,false,false,0.995,42.5,42.3,14,false,false,false,false,CONS,true
JP-2025-002834,372A781A9A0153DF,TLC-GENSURG,TLC-SURG,Surgery,General Surgery,2025,Draft,1,1,9.75,9.75,2340,240,FullTime,Consultant,true,false,false,true,9.75,7.0,2.0,0.0,0.75,true,false,false,10.25,6.75,2.25,1,0.18,0.78,22,false,false,false,0.951,44.9,42.7,0,false,false,true,false,CONS,true
JP-2023-002835,3073B7E8198DF0C0,TLC-ORTH,TLC-SURG,Surgery,Orthopaedics,2023,Draft,1,1,10.0,10.0,2400,240,FullTime,Consultant,true,false,false,false,10.0,7.0,2.25,0.5,0.25,true,false,true,9.25,7.0,2.5,2,0.2,0.76,16,false,false,true,0.814,53.3,43.4,4,false,false,false,false,CONS,true
JP-2023-002836,CB1CA0CC94C2C067,TLC-RENAL,TLC-MED,Medicine,Renal,2023,Discussion,2,117,11.5,11.5,2760,240,FullTime,Consultant,true,false,false,true,11.5,8.0,3.0,0.5,0.0,true,false,true,11.25,7.5,2.75,1,0.21,0.73,17,false,false,false,0.96,32.3,31.0,32,false,true,false,false,CONS,true
JP-2026-002837,B64013AD00EA92CD,TLC-ENT,TLC-SURG,Surgery,ENT,2026,SignOff,3,23,10.25,10.25,2460,240,FullTime,Consultant,true,false,false,true,10.25,7.75,2.0,0.25,0.25,false,false,false,10.5,8.0,2.25,1,0.18,0.77,35,false,false,false,1.036,36.3,37.6,4,false,false,false,false,CONS,true
JP-2025-002838,F7D4D60932F56ECB,TLC-ENT,TLC-SURG,Surgery,ENT,2025,Discussion,2,42,10.5,10.5,2520,240,FullTime,Consultant,true,false,true,true,10.5,8.5,1.5,0.5,0.0,true,false,false,10.25,8.75,1.25,1,0.18,0.77,22,false,false,false,1.017,28.6,29.1,4,false,false,false,false,CONS,true
JP-2026-002839,86AAB4ED2EF7CAC7,TLC-CARD,TLC-MED,Medicine,Cardiology,2026,Discussion,2,33,10.5,10.5,2520,240,FullTime,Consultant,false,false,false,true,10.5,6.5,3.25,0.5,0.25,false,false,false,9.75,7.5,2.5,2,0.22,0.74,24,false,true,false,0.934,48.5,45.3,2,false,false,false,false,CONS,true
JP-2025-002840,77F9819D7886E036,TLC-RESP,TLC-MED,Medicine,Respiratory,2025,Discussion,2,28,12.5,12.5,3000,240,FullTime,Consultant,false,false,false,true,12.5,10.0,2.25,0.0,0.25,true,false,true,12.5,10.25,2.0,1,0.2,0.75,34,true,false,false,0.994,47.3,47.0,8,false,false,false,false,CONS,true
JP-2025-002841,84E2A7025DFB0DAB,TLC-NEURO,TLC-MED,Medicine,Neurology,2025,Discussion,2,39,10.5,10.5,2520,240,FullTime,Consultant,true,false,false,true,10.5,8.25,2.0,0.25,0.0,false,true,false,11.0,8.25,2.25,2,0.21,0.73,33,false,false,false,0.96,37.7,36.2,0,false,false,false,false,CONS,true
JP-2024-002842,671D6850B74A4687,TLC-ORTH,TLC-SURG,Surgery,Orthopaedics,2024,SignOff,3,31,9.5,9.5,2280,240,PartTime,Associate Specialist,true,false,true,true,9.5,7.25,2.0,0.25,0.0,false,false,false,10.0,6.75,2.25,2,0.2,0.76,23,false,false,false,1.013,53.2,53.9,7,false,false,false,false,ASSOCSPEC,false
JP-2022-002843,8DA8CDEC5E00A7FE,TLC-RESP,TLC-MED,Medicine,Respiratory,2022,SignOff,3,32,10.5,10.5,2520,240,FullTime,Consultant,true,true,false,true,10.5,7.75,2.25,0.5,0.0,true,false,false,10.75,7.5,2.0,1,0.2,0.75,8,false,false,false,0.687,36.4,25.0,4,false,false,false,false,CONS,true
JP-2025-002844,C16D698F1E1ABA07,TLC-GENSURG,TLC-SURG,Surgery,General Surgery,2025,Draft,1,6,9.5,9.5,2280,240,FullTime,SAS,true,false,false,true,9.5,6.5,2.75,0.25,0.0,false,false,true,8.75,7.0,1.5,1,0.18,0.78,5,false,true,false,0.792,52.4,41.5,20,false,false,false,false,SAS,false
JP-2023-002845,A7EA73E8A7132AE4,TLC-GASTRO,TLC-MED,Medicine,Gastroenterology,2023,Draft,1,11,10.25,10.25,2460,240,FullTime,Consultant,true,false,false,true,10.25,7.25,2.75,0.0,0.25,true,true,false,9.5,7.5,2.75,1,0.2,0.75,20,false,false,false,,,,8,false,false,false,false,CONS,true
JP-2023-002846,27CF3BCDE2DC8FB3,TLC-RESP,TLC-MED,Medicine,Respiratory,2023,Discussion,2,36,11.5,11.5,2760,240,FullTime,Consultant,true,false,false,true,11.5,8.5,2.25,0.0,0.75,true,false,false,11.5,8.5,2.5,1,0.2,0.75,22,false,false,false,0.991,43.2,42.8,0,false,false,false,false,CONS,true
JP-2025-002847,53DD7002CD11A877,TLC-DERM,TLC-MED,Medicine,Dermatology,2025,SignOff,3,68,10.5,10.5,2520,240,FullTime,Consultant,true,false,false,true,10.5,7.75,1.75,0.5,0.5,false,false,false,10.0,7.5,1.5,1,0.18,0.78,24,false,false,false,1.051,27.7,29.1,8,false,false,false,false,CONS,true
JP-2026-002848,E9C4233D370B93B8,TLC-NEURO,TLC-MED,Medicine,Neurology,2026,SignOff,3,63,11.0,11.0,2640,240,FullTime,Consultant,true,false,false,true,11.0,7.25,2.25,0.5,1.0,true,true,false,10.75,7.5,1.75,1,0.21,0.73,9,false,false,false,0.995,40.2,40.0,8,false,true,false,false,CONS,true
JP-2025-002849,BB97BBE33D9D3228,TLC-NEURO,TLC-MED,Medicine,Neurology,2025,Draft,1,3,10.5,10.5,2520,240,FullTime,Consultant,true,false,false,true,10.5,7.5,2.0,0.25,0.75,false,false,false,10.0,8.0,1.75,1,0.21,0.73,13,false,false,false,0.983,34.5,33.9,1,false,false,false,false,CONS,true
JP-2023-002850,A09EBC90A493657E,TLC-NEURO,TLC-MED,Medicine,Neurology,2023,Discussion,2,15,9.5,9.5,2280,240,PartTime,Consultant,true,false,false,true,9.5,6.5,2.25,0.75,0.0,false,false,false,10.0,6.5,2.25,1,0.21,0.73,11,false,false,false,1.013,38.2,38.7,3,false,true,false,false,CONS,true
JP-2025-002851,239864E7A18471E7,TLC-UROL,TLC-SURG,Surgery,Urology,2025,Discussion,2,15,11.5,11.5,2760,240,FullTime,Consultant,true,false,false,true,11.5,8.5,2.5,0.0,0.5,false,false,false,11.5,8.75,2.75,1,0.19,0.76,16,false,false,false,0.949,37.1,35.2,2,false,false,false,false,CONS,true
JP-2026-002852,C097480A7D48EF31,TLC-UROL,TLC-SURG,Surgery,Urology,2026,SignOff,3,22,11.75,11.75,2820,240,FullTime,Consultant,false,false,false,true,11.75,8.5,3.0,0.25,0.0,false,false,true,11.25,8.75,3.25,2,0.19,0.76,8,false,false,false,1.012,40.0,40.5,6,false,true,false,false,CONS,true
JP-2026-002853,806761A611A53FAD,TLC-DERM,TLC-MED,Medicine,Dermatology,2026,SignOff,3,10,9.5,9.5,2280,240,PartTime,Consultant,true,true,false,true,9.5,8.25,1.0,0.25,0.0,false,false,true,9.5,8.0,0.75,1,0.18,0.78,22,false,false,false,0.881,27.8,24.5,5,false,false,false,false,CONS,true
JP-2024-002854,75AA0450FF5EF17D,TLC-NEURO,TLC-MED,Medicine,Neurology,2024,Discussion,2,32,11.25,11.25,2700,240,FullTime,Consultant,true,false,false,true,11.25,7.25,3.75,0.0,0.25,true,false,true,10.5,7.75,2.5,1,0.21,0.73,12,false,true,false,0.922,37.0,34.1,6,false,false,false,false,CONS,true
JP-2026-002855,61848CA209B903FC,TLC-RESP,TLC-MED,Medicine,Respiratory,2026,Discussion,2,17,6.75,6.75,1620,240,PartTime,Consultant,true,false,false,true,6.75,5.0,1.5,0.0,0.25,false,false,false,7.0,5.0,1.5,2,0.2,0.75,34,false,false,false,0.95,47.7,45.3,1,false,false,false,false,CONS,true
JP-2024-002856,B28EF63384DB2C51,TLC-RENAL,TLC-MED,Medicine,Renal,2024,Discussion,2,24,10.0,10.0,2400,240,FullTime,Consultant,true,false,false,true,10.0,5.75,3.75,0.5,0.0,true,true,false,9.75,7.0,3.0,1,0.21,0.73,27,false,true,false,1.013,31.2,31.6,8,false,false,false,false,CONS,true
JP-2024-002857,05C10A0EE8023A33,TLC-ORTH,TLC-SURG,Surgery,Orthopaedics,2024,SignOff,3,25,10.5,10.5,2520,240,FullTime,Consultant,true,false,false,true,10.5,7.75,2.25,0.5,0.0,true,false,true,9.75,8.0,2.5,1,0.2,0.76,15,false,false,false,1.002,47.8,47.9,2,false,false,false,false,CONS,true
JP-2024-002858,98362C6BDBF227F7,TLC-ENT,TLC-SURG,Surgery,ENT,2024,Locked,4,103,10.0,10.0,2400,240,FullTime,Consultant,true,false,true,false,10.0,8.25,1.25,0.0,0.5,false,false,false,9.5,8.75,1.0,2,0.18,0.77,7,false,false,true,,,,2,false,false,false,false,CONS,true
JP-2026-002859,B0DB5C0A6455E4B5,TLC-DERM,TLC-MED,Medicine,Dermatology,2026,SignOff,3,33,12.5,12.5,3000,240,FullTime,SAS,true,false,false,true,12.5,9.5,2.5,0.0,0.5,false,false,false,12.0,9.25,2.75,1,0.18,0.78,19,true,false,false,0.956,33.9,32.4,7,false,false,false,false,SAS,false
JP-2026-002860,D271FD0E0C7BA161,TLC-GASTRO,TLC-MED,Medicine,Gastroenterology,2026,Draft,1,16,12.0,12.0,2880,240,FullTime,Consultant,true,false,false,true,12.0,9.0,1.5,0.0,1.5,false,false,false,11.25,8.75,1.75,1,0.2,0.75,5,false,false,false,0.934,36.6,34.2,8,false,false,false,false,CONS,true
JP-2026-002861,A1221CF244EAD33F,TLC-CARD,TLC-MED,Medicine,Cardiology,2026,Draft,1,14,9.5,9.5,2280,240,FullTime,Consultant,true,false,false,true,9.5,6.75,2.25,0.25,0.25,true,false,false,8.75,7.25,2.0,1,0.22,0.74,9,false,false,false,1.0,44.3,44.3,5,false,false,false,false,CONS,true
JP-2023-002862,336E64E6769BB805,TLC-DERM,TLC-MED,Medicine,Dermatology,2023,Locked,4,78,12.25,12.25,2940,240,FullTime,Consultant,true,false,false,true,12.25,8.75,2.25,0.0,1.25,false,false,false,12.25,9.0,2.0,1,0.18,0.78,5,true,false,false,1.021,32.8,33.5,7,false,false,false,false,CONS,true
JP-2025-002863,13B9C22B51D75357,TLC-ENT,TLC-SURG,Surgery,ENT,2025,Discussion,2,37,9.0,9.0,2160,240,PartTime,Consultant,true,false,false,true,9.0,7.25,1.25,0.25,0.25,true,false,false,8.75,7.5,1.0,1,0.18,0.77,26,false,false,false,0.971,38.3,37.2,3,false,false,false,false,CONS,true
JP-2022-002864,5A2EAA9825321405,TLC-CARD,TLC-MED,Medicine,Cardiology,2022,Discussion,2,53,10.5,10.5,2520,240,FullTime,Consultant,true,false,true,false,10.5,6.5,3.5,0.5,0.0,false,false,false,10.5,6.0,4.0,2,0.22,0.74,5,false,true,true,1.017,40.7,41.4,13,false,true,true,false,CONS,true
JP-2025-002865,E98E63F6F042BB50,TLC-ONC,TLC-MED,Medicine,Oncology,2025,Draft,1,61,8.0,8.0,1920,240,PartTime,SAS,true,false,false,true,8.0,5.75,2.0,0.25,0.0,false,false,false,7.75,6.0,2.25,1,0.19,0.76,8,false,false,false,0.922,31.9,29.4,21,false,true,false,false,SAS,false
JP-2023-002866,6A8D212DB1FB2363,TLC-ANAES,TLC-SURG,Surgery,Anaesthetics,2023,Discussion,2,26,11.5,11.5,2760,240,FullTime,Consultant,true,true,false,true,11.5,8.5,2.25,0.75,0.0,false,false,false,10.75,8.25,2.5,2,0.17,0.79,11,false,false,false,1.028,39.7,40.8,2,false,false,false,false,CONS,true
JP-2025-002867,B79956322BC4D49A,TLC-RESP,TLC-MED,Medicine,Respiratory,2025,Discussion,2,17,10.75,10.75,2580,240,FullTime,SAS,true,false,false,true,10.75,8.5,2.0,0.0,0.25,false,false,false,10.75,8.25,2.25,1,0.2,0.75,32,false,false,false,1.011,44.9,45.4,5,false,false,true,true,SAS,false
JP-2025-002868,8763C2537C4CFCE0,TLC-ORTH,TLC-SURG,Surgery,Orthopaedics,2025,Discussion,2,23,13.0,13.0,3120,240,FullTime,Consultant,true,true,false,true,13.0,9.5,3.0,0.5,0.0,true,false,true,12.25,9.5,3.0,1,0.2,0.76,9,true,false,false,1.002,49.9,50.0,2,false,false,false,false,CONS,true
JP-2023-002869,DE1039E7AF85B10F,TLC-ENT,TLC-SURG,Surgery,ENT,2023,Draft,1,14,11.25,11.25,2700,240,FullTime,Consultant,true,false,false,true,11.25,8.75,1.5,0.25,0.75,false,false,false,11.0,8.5,1.25,2,0.18,0.77,9,false,false,false,0.968,38.0,36.8,8,false,false,false,false,CONS,true
JP-2024-002870,3FDDFD7FB10CB650,TLC-CARD,TLC-MED,Medicine,Cardiology,2024,Discussion,2,14,10.25,10.25,2460,240,FullTime,Consultant,true,false,true,true,10.25,7.25,2.25,0.25,0.5,true,false,false,9.5,7.0,2.25,1,0.22,0.74,23,false,false,false,1.021,48.2,49.2,0,false,true,false,false,CONS,true
JP-2025-002871,806761A611A53FAD,TLC-DERM,TLC-MED,Medicine,Dermatology,2025,Discussion,2,37,6.5,6.5,1560,240,PartTime,Consultant,true,false,false,true,6.5,4.5,1.25,0.25,0.5,true,false,true,6.0,4.5,1.25,1,0.18,0.78,30,false,false,false,0.884,25.9,22.9,6,false,false,false,false,CONS,true
JP-2026-002872,4942A78180EC47CC,TLC-UROL,TLC-SURG,Surgery,Urology,2026,Draft,1,12,11.25,11.25,2700,240,FullTime,Consultant,true,false,false,true,11.25,7.5,2.5,0.0,1.25,false,false,false,11.25,7.5,2.0,1,0.19,0.76,11,false,false,false,1.017,42.0,42.7,4,false,false,false,false,CONS,true
JP-2023-002873,13AF9B0D1E096AB9,TLC-GENSURG,TLC-SURG,Surgery,General Surgery,2023,Draft,1,1,9.75,9.75,2340,240,FullTime,Consultant,true,false,true,false,9.75,7.25,2.25,0.25,0.0,true,true,true,9.75,7.25,2.5,1,0.18,0.78,15,false,false,true,,,,2,false,false,false,true,CONS,true
JP-2022-002874,41A2FA072723EF96,TLC-CARD,TLC-MED,Medicine,Cardiology,2022,Locked,4,45,10.5,10.5,2520,240,FullTime,Consultant,true,false,false,true,10.5,7.25,2.5,0.5,0.25,false,false,false,10.0,7.5,2.25,1,0.22,0.74,33,false,false,false,1.0,37.4,37.4,5,false,false,false,false,CONS,true
JP-2025-002875,AE1E9CF240684F33,TLC-RENAL,TLC-MED,Medicine,Renal,2025,Locked,4,90,10.0,10.0,2400,240,FullTime,Consultant,false,false,false,true,10.0,6.0,3.25,0.5,0.25,true,false,false,9.75,7.0,2.25,1,0.21,0.73,16,false,true,false,0.801,28.7,23.0,17,false,false,false,true,CONS,true
JP-2024-002876,B3D0DE4487260CC6,TLC-GENSURG,TLC-SURG,Surgery,General Surgery,2024,SignOff,3,42,11.75,11.75,2820,240,FullTime,Consultant,true,false,false,true,11.75,9.0,1.25,0.5,1.0,true,false,false,11.5,8.75,1.0,2,0.18,0.78,33,false,false,false,0.95,51.6,49.0,1,false,false,false,false,CONS,true
JP-2026-002877,FF9DBDF285A5C0FF,TLC-ORTH,TLC-SURG,Surgery,Orthopaedics,2026,Discussion,2,31,6.5,6.5,1560,240,PartTime,Consultant,true,true,false,true,6.5,4.25,2.25,0.0,0.0,false,false,false,5.75,5.25,1.0,2,0.2,0.76,22,false,true,false,0.773,45.4,35.1,13,false,false,false,false,CONS,true
JP-2025-002878,E5CA935B7F72706F,TLC-ANAES,TLC-SURG,Surgery,Anaesthetics,2025,Locked,4,110,11.0,11.0,2640,240,FullTime,Consultant,true,false,false,true,11.0,7.75,2.5,0.75,0.0,false,false,true,10.75,8.0,2.5,1,0.17,0.79,6,false,false,false,1.027,51.2,52.6,0,false,false,false,false,CONS,true
JP-2023-002879,741DB4A584C6EA26,TLC-RESP,TLC-MED,Medicine,Respiratory,2023,SignOff,3,22,9.5,9.5,2280,240,FullTime,Consultant,true,false,false,true,9.5,7.25,2.0,0.0,0.25,true,false,false,9.5,7.25,2.0,2,0.2,0.75,18,false,false,false,,,,4,false,false,false,false,CONS,true
JP-2025-002880,4DC7380E597069D0,TLC-ORTH,TLC-SURG,Surgery,Orthopaedics,2025,Draft,1,10,10.25,10.25,2460,240,FullTime,Consultant,true,false,false,true,10.25,7.75,2.0,0.5,0.0,false,false,false,10.75,8.0,1.75,1,0.2,0.76,9,false,false,false,1.006,50.6,50.9,2,false,false,false,false,CONS,true
JP-2025-002881,999221114E10E34F,TLC-DERM,TLC-MED,Medicine,Dermatology,2025,Discussion,2,40,10.5,10.5,2520,240,FullTime,Consultant,true,false,false,true,10.5,8.25,1.5,0.0,0.75,false,false,true,10.25,8.25,1.75,1,0.18,0.78,33,false,false,false,1.0,31.8,31.8,2,false,false,false,false,CONS,true
JP-2023-002882,83422CFC370045DD,TLC-RENAL,TLC-MED,Medicine,Renal,2023,Discussion,2,18,12.5,12.5,3000,240,FullTime,Consultant,true,false,false,true,12.5,8.5,2.75,0.25,1.0,false,false,false,12.5,8.5,2.75,1,0.21,0.73,16,true,false,false,1.018,28.5,29.0,7,false,false,false,false,CONS,true
